elec_date,county_name,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,5,RICK SANTORUM,REP,0,0,2,2
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,6,TED CRUZ,REP,8,7,301,316
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,7,JEB BUSH,REP,1,0,3,4
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,8,CHRIS CHRISTIE,REP,0,0,1,1
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,9,MIKE HUCKABEE,REP,0,0,4,4
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,10,BEN CARSON,REP,0,8,57,65
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,GRANT,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,12,JOHN R. KASICH,REP,0,3,26,29
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,8,8,1,MICHAEL A. STEINBERG,DEM,2,3,19,24
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,8,8,2,BERNIE SANDERS,DEM,2,19,312,333
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,8,8,3,KEITH JUDD,DEM,1,3,12,16
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,8,8,4,HILLARY CLINTON,DEM,2,9,153,164
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,8,8,5,ROQUE ROCKY DE LA FUENTE,DEM,1,3,13,17
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,8,8,6,MARTIN J. O'MALLEY,DEM,0,3,22,25
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,8,8,7,STAR LOCKE,DEM,1,3,13,17
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,1,DONALD J. TRUMP,REP,4,18,89,111
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,2,RAND PAUL,REP,0,0,5,5
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,4,MARCO RUBIO,REP,1,5,51,57
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,6,TED CRUZ,REP,2,10,79,91
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,7,JEB BUSH,REP,0,0,0,0
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,8,CHRIS CHRISTIE,REP,0,0,0,0
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,9,MIKE HUCKABEE,REP,0,0,0,0
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,10,BEN CARSON,REP,1,0,20,21
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,GREER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,8,8,12,JOHN R. KASICH,REP,1,0,7,8
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,1,MICHAEL A. STEINBERG,DEM,0,1,5,6
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,2,BERNIE SANDERS,DEM,1,7,159,167
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,3,KEITH JUDD,DEM,0,0,3,3
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,4,HILLARY CLINTON,DEM,3,8,111,122
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,3,3
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,6,MARTIN J. O'MALLEY,DEM,0,1,20,21
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,7,7,7,STAR LOCKE,DEM,0,0,6,6
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,1,DONALD J. TRUMP,REP,2,3,41,46
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,2,RAND PAUL,REP,0,0,0,0
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,4,MARCO RUBIO,REP,1,5,42,48
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,6,TED CRUZ,REP,1,0,58,59
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,7,JEB BUSH,REP,0,0,3,3
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,8,CHRIS CHRISTIE,REP,0,0,0,0
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,9,MIKE HUCKABEE,REP,0,0,3,3
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,10,BEN CARSON,REP,0,1,17,18
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,HARMON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,7,7,12,JOHN R. KASICH,REP,0,0,3,3
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,1,MICHAEL A. STEINBERG,DEM,0,0,13,13
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,2,BERNIE SANDERS,DEM,0,4,148,152
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,3,KEITH JUDD,DEM,1,0,2,3
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,4,HILLARY CLINTON,DEM,0,7,62,69
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,1,1
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,6,MARTIN J. O'MALLEY,DEM,0,0,15,15
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,7,STAR LOCKE,DEM,0,1,10,11
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,1,DONALD J. TRUMP,REP,4,15,171,190
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,2,RAND PAUL,REP,0,0,6,6
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,4,MARCO RUBIO,REP,3,5,120,128
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,5,RICK SANTORUM,REP,0,0,1,1
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,6,TED CRUZ,REP,5,9,266,280
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,7,JEB BUSH,REP,3,1,1,5
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,8,CHRIS CHRISTIE,REP,0,0,0,0
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,9,MIKE HUCKABEE,REP,0,1,6,7
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,10,BEN CARSON,REP,2,5,39,46
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,11,LINDSEY GRAHAM,REP,0,0,1,1
03/01/2016,HARPER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,12,JOHN R. KASICH,REP,0,0,9,9
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,11,11,1,MICHAEL A. STEINBERG,DEM,1,1,41,43
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,11,11,2,BERNIE SANDERS,DEM,6,49,698,753
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,11,11,3,KEITH JUDD,DEM,0,1,41,42
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,11,11,4,HILLARY CLINTON,DEM,8,17,450,475
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,11,11,5,ROQUE ROCKY DE LA FUENTE,DEM,0,2,19,21
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,11,11,6,MARTIN J. O'MALLEY,DEM,0,2,85,87
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,11,11,7,STAR LOCKE,DEM,0,2,28,30
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,1,DONALD J. TRUMP,REP,3,13,233,249
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,2,RAND PAUL,REP,0,0,0,0
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,4,MARCO RUBIO,REP,0,11,88,99
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,6,TED CRUZ,REP,1,26,238,265
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,7,JEB BUSH,REP,0,0,0,0
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,8,CHRIS CHRISTIE,REP,0,0,1,1
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,9,MIKE HUCKABEE,REP,0,0,1,1
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,10,BEN CARSON,REP,0,1,48,49
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,HASKELL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,11,11,12,JOHN R. KASICH,REP,0,1,9,10
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,16,16,1,MICHAEL A. STEINBERG,DEM,1,2,32,35
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,16,16,2,BERNIE SANDERS,DEM,15,31,827,873
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,16,16,3,KEITH JUDD,DEM,0,3,33,36
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,16,16,4,HILLARY CLINTON,DEM,6,32,499,537
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,16,16,5,ROQUE ROCKY DE LA FUENTE,DEM,0,1,15,16
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,16,16,6,MARTIN J. O'MALLEY,DEM,0,3,87,90
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,16,16,7,STAR LOCKE,DEM,1,0,37,38
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,1,DONALD J. TRUMP,REP,9,14,247,270
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,2,RAND PAUL,REP,0,0,1,1
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,4,MARCO RUBIO,REP,0,6,109,115
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,6,TED CRUZ,REP,3,17,296,316
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,7,JEB BUSH,REP,1,0,3,4
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,8,CHRIS CHRISTIE,REP,0,0,1,1
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,9,MIKE HUCKABEE,REP,0,0,2,2
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,10,BEN CARSON,REP,2,2,30,34
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,11,LINDSEY GRAHAM,REP,0,0,1,1
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,16,16,12,JOHN R. KASICH,REP,1,0,15,16
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",30005,COUNTY QUESTION,,16,16,1,FOR THE PROPOSITION - YES,,19,73,1319,1411
03/01/2016,HUGHES,"FEDERAL, STATE AND COUNTY",30005,COUNTY QUESTION,,16,16,2,AGAINST THE PROPOSITION - NO,,20,48,1054,1122
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,15,15,1,MICHAEL A. STEINBERG,DEM,0,1,19,20
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,15,15,2,BERNIE SANDERS,DEM,7,53,592,652
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,15,15,3,KEITH JUDD,DEM,0,1,33,34
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,15,15,4,HILLARY CLINTON,DEM,7,40,458,505
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,15,15,5,ROQUE ROCKY DE LA FUENTE,DEM,0,1,15,16
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,15,15,6,MARTIN J. O'MALLEY,DEM,3,2,46,51
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,15,15,7,STAR LOCKE,DEM,0,1,29,30
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,1,DONALD J. TRUMP,REP,19,79,655,753
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,2,RAND PAUL,REP,0,0,3,3
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,3,CARLY FIORINA,REP,0,0,1,1
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,4,MARCO RUBIO,REP,11,54,369,434
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,5,RICK SANTORUM,REP,1,0,2,3
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,6,TED CRUZ,REP,7,50,822,879
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,7,JEB BUSH,REP,1,0,3,4
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,8,CHRIS CHRISTIE,REP,0,1,0,1
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,9,MIKE HUCKABEE,REP,0,3,7,10
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,10,BEN CARSON,REP,4,9,167,180
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,JACKSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,15,15,12,JOHN R. KASICH,REP,3,8,84,95
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,10,10,1,MICHAEL A. STEINBERG,DEM,0,2,21,23
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,10,10,2,BERNIE SANDERS,DEM,3,17,327,347
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,10,10,3,KEITH JUDD,DEM,0,2,30,32
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,10,10,4,HILLARY CLINTON,DEM,2,7,188,197
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,10,10,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,15,15
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,10,10,6,MARTIN J. O'MALLEY,DEM,0,2,31,33
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,10,10,7,STAR LOCKE,DEM,1,3,20,24
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,1,DONALD J. TRUMP,REP,2,11,117,130
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,2,RAND PAUL,REP,0,2,1,3
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,4,MARCO RUBIO,REP,1,7,53,61
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,6,TED CRUZ,REP,1,5,143,149
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,7,JEB BUSH,REP,0,0,0,0
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,8,CHRIS CHRISTIE,REP,0,0,0,0
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,9,MIKE HUCKABEE,REP,0,0,0,0
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,10,BEN CARSON,REP,0,2,23,25
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,JEFFERSON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,10,10,12,JOHN R. KASICH,REP,0,2,10,12
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,14,14,1,MICHAEL A. STEINBERG,DEM,1,1,25,27
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,14,14,2,BERNIE SANDERS,DEM,1,24,581,606
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,14,14,3,KEITH JUDD,DEM,0,0,28,28
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,14,14,4,HILLARY CLINTON,DEM,7,13,240,260
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,14,14,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,30,30
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,14,14,6,MARTIN J. O'MALLEY,DEM,0,2,61,63
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,14,14,7,STAR LOCKE,DEM,0,2,33,35
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,1,DONALD J. TRUMP,REP,3,19,232,254
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,2,RAND PAUL,REP,0,0,1,1
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,3,CARLY FIORINA,REP,0,0,2,2
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,4,MARCO RUBIO,REP,1,9,84,94
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,6,TED CRUZ,REP,3,18,225,246
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,7,JEB BUSH,REP,1,0,4,5
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,8,CHRIS CHRISTIE,REP,0,0,3,3
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,9,MIKE HUCKABEE,REP,0,0,3,3
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,10,BEN CARSON,REP,3,10,47,60
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,JOHNSTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,14,14,12,JOHN R. KASICH,REP,0,3,21,24
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,1,MICHAEL A. STEINBERG,DEM,2,1,51,54
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,2,BERNIE SANDERS,DEM,11,37,1743,1791
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,3,KEITH JUDD,DEM,0,0,42,42
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,4,HILLARY CLINTON,DEM,15,37,1236,1288
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,36,36
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,6,MARTIN J. O'MALLEY,DEM,1,3,94,98
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,28,28,7,STAR LOCKE,DEM,0,5,35,40
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,1,DONALD J. TRUMP,REP,21,71,1834,1926
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,2,RAND PAUL,REP,0,1,27,28
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,3,CARLY FIORINA,REP,0,0,9,9
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,4,MARCO RUBIO,REP,27,78,1488,1593
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,5,RICK SANTORUM,REP,0,0,11,11
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,6,TED CRUZ,REP,17,46,2127,2190
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,7,JEB BUSH,REP,2,2,31,35
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,8,CHRIS CHRISTIE,REP,1,0,10,11
03/01/2016,KAY,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,28,28,9,MIKE HUCKABEE,REP,0,0,37,37
